text,date,sentiment
": boss says won’t fly with ‘idiotic’ rules. Meanwhile, take a different st…",2020-04-24 13:21:24,0
"I filled in a refund application form /04/20, offered vouchers today, please give what was asked for. Needless to say customer care nonexistent",2020-04-24 13:17:45,2
hrs mins now waiting on your chat support. No idea where I stand on refund for cancelled flights. How can I get clarity,2020-04-24 13:17:30,1
"Ryanair must have about miss calls , fucking wankers",2020-04-24 13:10:03,0
: Contacting airlines now is a total nightmare. Ryanair issued us credit voucher instead of requested cash payment for can…,2020-04-24 13:08:26,1
And adding to this they said they will give refund only when this covid period has passed through. Are we waiting for vaccine to get my refund?,2020-04-24 13:03:58,2
offering a voucher instead of cash refund is extortion. I have raised many times for refund but no response and the suddenly a voucher appears.,2020-04-24 13:02:12,1
Ryanair could see job losses if flights grounded beyond May: CEO,2020-04-24 13:00:06,1
"Wow, ,000 refunds in a typical month before the virus! What does this say about ?",2020-04-24 12:59:20,0
Contacting airlines now is a total nightmare. Ryanair issued us credit voucher instead of requested cash payment for cancelled flight. And of course it impossible to contact them too. Great customer service as usual Ryanair! 🤬🤬,2020-04-24 12:57:46,1
"'s Michael O'Leary on says: % less staff processing ,000x the normal level of refunds -social distancing on planes cannot be implemented - is 'like a crack cocaine junkie looking for state aid' - bailout should not be considered",2020-04-24 12:44:09,1
"Yes, I got an email from /3 and pleading for patience as they were so busy with refunds. Not a dicky bird by /4.",2020-04-24 12:40:29,2
Jesus. I'm going for a lie down I agree with Michael O'Leary,2020-04-24 12:38:09,1
As per your advice I have initiated this with to resolve and initiate a chargeback,2020-04-24 12:37:21,0
ripped me and my wife off once. Never again. All our family in London were appalled when they heard our story. £65 for a bowl in a plastic bag! DUB-LON,2020-04-24 12:26:11,2
There’s an hour of my life I’ll not get back! Just send me a refund like you promised by email days ago. I don’t want a voucher!,2020-04-24 12:25:58,1
: Got the email from offering a voucher for my cancelled flight. There is a section at the bottom to click to continue…,2020-04-24 12:23:32,1
"Sandra Unacceptable ?!🤬 Don't just tweet - for them to ignore you - log your frustration on the free app. That way, there’ll be an independent record of your eerience and historic data that can’t be disputed!",2020-04-24 12:21:43,0
He needs to keep his mouth shut flying in seasonal workers to pick strawberries,2020-04-24 12:21:08,2
"Charlie Unacceptable ?!🤬 Don't just tweet - for them to ignore you - log your frustration on the free app. That way, there’ll be an independent record of your eerience and historical data that can’t be disputed!",2020-04-24 12:20:06,1
your online chat bot does not work. I have spent many hours on different days trying to get in contact. But no response. Please refund my money as you promised!!! .,2020-04-24 12:19:22,2
"Joanne Unacceptable ?!🤬 Don't just tweet - for them to ignore you - log your frustration on the free app. That way, there’ll be an independent record of your eerience and historical data that can’t be disputed!",2020-04-24 12:19:00,1
"Got the email from offering a voucher for my cancelled flight. There is a section at the bottom to click to continue with refund, I will be doing this. Tough times for all ... Give people their refunds!!!",2020-04-24 12:18:49,2
"Matt Unacceptable ?!🤬 Don't just tweet - for them to ignore you - log your frustration on the free app. That way, there’ll be an independent record of your eerience and historical data that can’t be disputed!",2020-04-24 12:18:32,1
"Unacceptable ?!🤬 Don't just tweet - for them to ignore you - log your frustration on the free app. That way, there’ll be an independent record of your eerience and historical data that can’t be disputed!",2020-04-24 12:17:16,0
"Hi guys, i have previously put in a refund application when the flights were initially cancelled. Why have you now sent another email offering a voucher?? When will i get my money back? It has been in excess of your day period!!",2020-04-24 12:16:45,1
"Craig Unacceptable ?!🤬 Don't just tweet - for them to ignore you - log your frustration on the free app. That way, there’ll be an independent record of your eerience and historical data that can’t be disputed!",2020-04-24 12:16:35,1
"Darren Unacceptable ?!🤬 Don't just tweet - for them to ignore you - log your frustration on the free app. That way, there’ll be an independent record of your eerience and historical data that can’t be disputed!",2020-04-24 12:16:07,0
"Wait weeks for to decide to give me a refund, not including the week I spend fighting to actually get the refund approved, and I get a travel voucher through email today. No, if I wanted a voucher, I would have asked for one. Give back my money.",2020-04-24 12:14:59,1
"Jaz Unacceptable ?!🤬 Don't just tweet - for them to ignore you - log your frustration on the free app. That way, there’ll be an independent record of your eerience and historical data that can’t be disputed!",2020-04-24 12:14:59,1
"Jonathan Unacceptable ?!🤬 Don't just tweet - for them to ignore you - log your frustration on the free app. That way, there’ll be an independent record of your eerience and historical data that can’t be disputed!",2020-04-24 12:14:30,1
"Nicky Unacceptable ?!🤬 Don't just tweet - for them to ignore you - log your frustration on the free app. That way, there’ll be an independent record of your eerience and historical data that can’t be disputed!",2020-04-24 12:14:03,1
"Scm Unacceptable ?!🤬 Don't just tweet - for them to ignore you - log your frustration on the free app. That way, there’ll be an independent record of your eerience and historical data that can’t be disputed!",2020-04-24 12:13:39,0
"Dave Unacceptable ?!🤬 Don't just tweet - for them to ignore you - log your frustration on the free app. That way, there’ll be an independent record of your eerience and historical data that can’t be disputed!",2020-04-24 12:13:07,0
"Steve Unacceptable ?!🤬 Don't just tweet - for them to ignore you - log your frustration on the free app. That way, there’ll be an independent record of your eerience and historical data that can’t be disputed!",2020-04-24 12:12:33,2
chat bot is very ignorey.,2020-04-24 12:12:20,0
"Ross Unacceptable ?!🤬 Don't just tweet - for them to ignore you - log your frustration on the free app. That way, there’ll be an independent record of your eerience and historical data that can’t be disputed!",2020-04-24 12:12:02,2
"Unacceptable ?!🤬 Don't just tweet - for them to ignore you - log your frustration on the free app. That way, there’ll be an independent record of your eerience and historical data that can’t be disputed!",2020-04-24 12:11:35,0
chances of you replying to my dm? Know of people that messaged after me and have received a reply,2020-04-24 12:11:26,0
"Ian Unacceptable ?!🤬 Don't just tweet - for them to ignore you - log your frustration on the free app. That way, there’ll be an independent record of your eerience and historical data that can’t be disputed!",2020-04-24 12:11:11,0
So seem to be in the same self replicating loop of idiocy as everyone else! Cancellation - refund request - voucher - refund request - underpants - profit? WTF are you upto,2020-04-24 12:10:49,2
"Ben Unacceptable ?!🤬 Don't just tweet - for them to ignore you - log your frustration on the free app. That way, there’ll be an independent record of your eerience and historical data that can’t be disputed!",2020-04-24 12:10:07,1
"Robert Unacceptable ?!🤬 Don't just tweet - for them to ignore you - log your frustration on the free app. That way, there’ll be an independent record of your eerience and historical data that can’t be disputed!",2020-04-24 12:09:31,1
: Has anyone had their chargeback refused by Vanquis? Saying it’s down to and to refund which they aren…,2020-04-24 12:09:28,1
"TP Unacceptable ?!🤬 Don't just tweet - for them to ignore you - log your frustration on the free app. That way, there’ll be an independent record of your eerience and historical data that can’t be disputed!",2020-04-24 12:09:01,2
"Shell Unacceptable ?!🤬 Don't just tweet - for them to ignore you - log your frustration on the free app. That way, there’ll be an independent record of your eerience and historical data that can’t be disputed!",2020-04-24 12:08:26,0
"Tracey Unacceptable ?!🤬 Don't just tweet - for them to ignore you - log your frustration on the free app. That way, there’ll be an independent record of your eerience and historical data that can’t be disputed!",2020-04-24 12:07:47,0
Voucher from when I requested a refund! Lengthy delay again no doubt to get any response!,2020-04-24 12:07:19,1
"Ed Unacceptable ?!🤬 Don't just tweet - for them to ignore you - log your frustration on the free app. That way, there’ll be an independent record of your eerience and historical data that can’t be disputed!",2020-04-24 12:07:12,2
"Steven Unacceptable ?!🤬 Don't just tweet - for them to ignore you - log your frustration on the free app. That way, there’ll be an independent record of your eerience and historical data that can’t be disputed!",2020-04-24 12:06:29,0
: ️ Scale of the collapse of global aviation sector only beginning to become evident (h/t ): * cance…,2020-04-24 12:05:52,2
"Seg Unacceptable ?!🤬 Don't just tweet - for them to ignore you - log your frustration on the free app. That way, there’ll be an independent record of your eerience and historical data that can’t be disputed!",2020-04-24 12:05:40,2
Today's related photo from is: Cologne Germany Cologne-Gay-Pride-2016 Parade-054a ️‍ Have or photos to share? See,2020-04-24 12:05:06,1
"Lizee Unacceptable ?!🤬 Don't just tweet - for them to ignore you - log your frustration on the free app. That way, there’ll be an independent record of your eerience and historical data that can’t be disputed!",2020-04-24 12:04:16,2
"Nonexistent ?!🤬 Don't just tweet - for them to ignore you - log your frustration on the free app. That way, there’ll be an independent record of your eerience and historical data that can’t be disputed!",2020-04-24 12:02:59,2
"Nonexistent ?!🤬 Don't just tweet - for them to ignore you - log your frustration on the free app. That way, there’ll be an independent record of your eerience and historical data that can’t be disputed!",2020-04-24 12:02:37,0
Has anyone had their chargeback refused by Vanquis? Saying it’s down to and to refund which they aren’t doing? what’s the point in using the card if it’s not protected?,2020-04-24 12:01:59,1
Top today by: Object . . . . Download from the App Store,2020-04-24 12:00:02,0
Who knew that safe air travel was as easy as keeping the middle seat free?! Ffs will ya wise up!,2020-04-24 11:57:58,2
: Today finally processed my application for a refund for cancelled flights. BUT they declined my refund stating…,2020-04-24 11:53:50,1
"Today finally processed my application for a refund for cancelled flights. BUT they declined my refund stating that I had, in fact been on the flight, despite it. What do I have to do for you guys to give me my money back instead of this voucher?",2020-04-24 11:51:32,1
: ️ Scale of the collapse of global aviation sector only beginning to become evident (h/t ): * cance…,2020-04-24 11:48:26,1
"you've refused to refund our flights despite promising the opposite. Now I can't even discuss this further as your chatroom doesn't work! Given the lack of options for dialogue, here's a song instead.",2020-04-24 11:47:23,0
: is Looking for Global Innovators to Become the of Air Travel,2020-04-24 11:45:18,2
: is Looking for Global Innovators to Become the of Air Travel,2020-04-24 11:44:19,0
: is Looking for Global Innovators to Become the of Air Travel,2020-04-24 11:42:29,2
Anyone know what the average waiting time is to speak to a agent on Chat? They’ve also tried to fob me off with a voucher that I did not ask for.,2020-04-24 11:42:15,2
: Hi You have not replied for days. I have been sent vouchers when I requested a cash refund. When will you re…,2020-04-24 11:39:52,1
may cut up to % of staff,2020-04-24 11:32:13,1
: has announced that it will NOT fly under social distancing rules if they become enforced upon airlines…,2020-04-24 11:31:42,2
has announced that it will NOT fly under social distancing rules if they become enforced upon airlines due to the !,2020-04-24 11:26:46,1
Going back on a refund request is not acceptable. Told it would be processed within working days but now sent a voucher. This needs to be processed ASAP.,2020-04-24 11:26:04,2
"Still not answering my only question. Also everyone was promised a refund weeks/months ago, so why believe a single word they say now. Voucher incoming in a few weeks watch this space!!!",2020-04-24 11:16:12,1
": are a shambles. Cancelled flight because of Covid-19, requested a refund as per their instructions but no... O’Lear…",2020-04-24 11:13:25,0
"...3hrs in and still nothing , I cannot believe you have me waiting this long and you don't have staff to respond in HOURS?! All I want is a question answered about your vouchers.",2020-04-24 11:13:01,0
": are a shambles. Cancelled flight because of Covid-19, requested a refund as per their instructions but no... O’Lear…",2020-04-24 11:08:46,0
is going to get their wings clipped as national carriers are going to get the front row seats in receiving state aid. Besides that who is going to alive spreaders like airlines!,2020-04-24 11:06:48,1
"are a shambles. Cancelled flight because of Covid-19, requested a refund as per their instructions but no... O’Leary thinks he’s above the law and is issuing a ‘cash voucher’ instead. 🤦‍️",2020-04-24 11:04:38,2
again on your chatbots all morning and you’ve disconnected them again,2020-04-24 10:56:14,0
": Flight cancelled for May confirmed I could have it refunded, now they are trying to get me to accept a voucher instead…",2020-04-24 10:53:40,2
why did you email me last week stating my flight has been cancelled and offer me a refund and then today send another email asking if I'd like a travel voucher instead? I wanted a refund last week and I still want a refund today.,2020-04-24 10:52:16,0
I completed a refund form for &amp; they have sent me a voucher ?! I cannot find any contact details to ask them to give me my CASH refund !!!!!,2020-04-24 10:50:30,0
"Flight cancelled for May confirmed I could have it refunded, now they are trying to get me to accept a voucher instead. No thanks just return the money, got prove of refund offered.",2020-04-24 10:49:09,1
"Why is O’Leary being allowed to break this law and withhold money for weeks, possibly months without being brought to task? 🤬Poor consumers left in the lurch again!",2020-04-24 10:45:24,1
: ️ Scale of the collapse of global aviation sector only beginning to become evident (h/t ): * cance…,2020-04-24 10:44:03,0
: Michael O’Leary says business model will be in tatters if he is forced to leave middle seats empty. Putting profits…,2020-04-24 10:42:09,2
"online claims court is you can open a case against Ryanair in about minutes. I think there is a €25 fee but Ryanair will be liable for that. Info you’ll need from Companies Registration Office in photo, their phone is",2020-04-24 10:41:42,2
Hi You have not replied for days. I have been sent vouchers when I requested a cash refund. When will you rectify this? You are breaking EU law.,2020-04-24 10:34:17,0
. I have been trying to contact you to get a refund for days and am not getting any response. I have waited for hours on end on live chat and have emailed.,2020-04-24 10:31:37,2
"David, struggling to get a ?!🤬 Don't just tweet - for them to ignore you - log your frustration on the free app. That way, there’ll be an independent record of your eerience and historical data that can’t be disputed!",2020-04-24 10:16:47,0
"Michael, struggling to get a ?!🤬 Don't just tweet - for them to ignore you - log your frustration on the free app. That way, there’ll be an independent record of your eerience and historical data that can’t be disputed!",2020-04-24 10:16:27,1
"Diane, struggling to get a ?!🤬 Don't just tweet - for them to ignore you - log your frustration on the free app. That way, there’ll be an independent record of your eerience and historical data that can’t be disputed!",2020-04-24 10:15:51,0
"Darren, struggling to get a ?!🤬 Don't just tweet - for them to ignore you - log your frustration on the free app. That way, there’ll be an independent record of your eerience and historical data that can’t be disputed!",2020-04-24 10:15:20,1
"Ys, struggling to get a ?!🤬 Don't just tweet - for them to ignore you - log your frustration on the free app. That way, there’ll be an independent record of your eerience and historical data that can’t be disputed!",2020-04-24 10:14:39,1
"Craig, struggling to get a ?!🤬 Don't just tweet - for them to ignore you - log your frustration on the free app. That way, there’ll be an independent record of your eerience and historical data that can’t be disputed!",2020-04-24 10:13:55,2
"Tina, struggling to get a ?!🤬 Don't just tweet - for them to ignore you - log your frustration on the free app. That way, there’ll be an independent record of your eerience and historical data that can’t be disputed!",2020-04-24 10:12:39,2
"Samantha, struggling to get a ?!🤬 Don't just tweet - for them to ignore you - log your frustration on the free app. That way, there’ll be an independent record of your eerience and historical data that can’t be disputed!",2020-04-24 10:11:41,2
"Terry, struggling to get a ?!🤬 Don't just tweet - for them to ignore you - log your frustration on the free app. That way, there’ll be an independent record of your eerience and historical data that can’t be disputed!",2020-04-24 10:09:30,1
"asked for a full refund almost weeks ago and I have heard nothing, then offer me a voucher. Do this is me now",2020-04-24 10:09:13,1
"Bailey, struggling to get a ?!🤬 Don't just tweet - for them to ignore you - log your frustration on the free app. That way, there’ll be an independent record of your eerience and historical data that can’t be disputed!",2020-04-24 10:08:58,0
"Robbie, struggling to get a ?!🤬 Don't just tweet - for them to ignore you - log your frustration on the free app. That way, there’ll be an independent record of your eerience and historical data that can’t be disputed!",2020-04-24 10:08:22,1
"Maria, struggling to get a ?!🤬 Don't just tweet - for them to ignore you - log your frustration on the free app. That way, there’ll be an independent record of your eerience and historical data that can’t be disputed!",2020-04-24 10:07:07,1
: ️ Scale of the collapse of global aviation sector only beginning to become evident (h/t ): * cance…,2020-04-24 10:06:52,0
"Hi , my flight is tomorrow and I received an email telling me I can only go if I am a german citizen etc (im not) Therefore I cannot board the flight, how do I claim for a refund? Cant get through to anyone in the call centre as it cuts me off!",2020-04-24 10:06:21,2
"Ester, struggling to get a ?!🤬 Don't just tweet - for them to ignore you - log your frustration on the free app. That way, there’ll be an independent record of your eerience and historical data that can’t be disputed!",2020-04-24 10:05:45,1
"Janis, struggling to get a ?!🤬 Don't just tweet - for them to ignore you - log your frustration on the free app. That way, there’ll be an independent record of your eerience and historical data that can’t be disputed!",2020-04-24 10:04:35,1
my flight was canceled and I've requested a refund. Got offered a voucher but I'm not accepting it. Your link in the email doesn't work and there's no contact details. How can I request my refund?!,2020-04-24 10:01:13,1
Get Ryanair to refund their customers instead of offering a voucher,2020-04-24 10:00:40,0
: ’s O’Leary Warns EU He May Sue to Stop Bailouts,2020-04-24 09:57:17,2
when you're waiting hours to talk with to get a refund on the cancelled flight (for the flight that you already requested a refund and they sent a voucher),2020-04-24 09:48:20,1
Michael O’Leary says business model will be in tatters if he is forced to leave middle seats empty. Putting profits before safety! Ryanair boss says airline won’t fly with ‘idiotic’ social distancing rules.,2020-04-24 09:46:06,0
"Citing an eected drop in by -30% in the winter schedule, Chief Executive Michael O'Leary told that fewer staff would be required",2020-04-24 09:45:46,0
: ️ Scale of the collapse of global aviation sector only beginning to become evident (h/t ): * cance…,2020-04-24 09:44:57,0
’s O’Leary Warns EU He May Sue to Stop Bailouts,2020-04-24 09:44:26,0
: ️ Scale of the collapse of global aviation sector only beginning to become evident (h/t ): * cance…,2020-04-24 09:39:27,2
"and to please bear with you. /4 - Email to say ‘here’s your voucher’ DM’s on here (and counting) on st, nd, rd &amp; th April - no reply Joined queue on chat facility rd April for hours after I got in from work - no reply",2020-04-24 09:31:47,0
: Consumers should be able to clearly see all of the information about extra charges and fees at the start of the booking pr…,2020-04-24 09:29:45,0
tried again to day to get my money back from Ryan Air but again no joy. I did apply before then they sent me a voucher. If you still want a refund you click here. I did but it sends you on a merry go round .,2020-04-24 09:27:06,0
"Announces It 't If ""Idiotic"" Eliminating Middle Seats Are Enforced | Zero Hedge",2020-04-24 09:21:18,1
Michael O’Leary calls the stupidity by its name. Eliminating the middle seat in planes for protection is idiotic.,2020-04-24 09:09:38,0
"I have spent an hour on live chat to refuse the voucher and get my money back in accordance with the law and have been completely ignored. Not even a word spoken to me, DISGUSTING!!!!!",2020-04-24 09:09:00,0
is scamming people with no refund of canceled flights... Scammers give people their money we are flying in rayair cuz we are poor and you cancel and dont get back money to the people. Scammers!!!!!!,2020-04-24 09:07:57,1
"Just sitting here, deciding if I should lay on a sunbed and inject myself with to keep myself busy as I wait endlessly for to put me on another refund waiting list",2020-04-24 08:58:01,2
"Locate To Find Ryanair of Ireland Information - We List The Customer Service Phone Number, Company Contact Location &amp; Ryanair Email Address &amp; Social Media &amp; Flight Status.",2020-04-24 08:57:05,0
why are you still selling flights in May that obviously will not fly given the earliest resumption date of th June from your own CEO? do people book these flights and hope for a swift refund if cancelled?,2020-04-24 08:44:48,1
"️ Scale of the collapse of global aviation sector only beginning to become evident (h/t ): * cancels orders for A350s, grounds A380s &amp; Boeing s * fires more than , including pilots * grounds planes, fires pilots",2020-04-24 08:39:53,0
"Hi can you confirm that we’ll be refunded for cancel flights? I’m not interested in a voucher and this stance makes me less likely to fly with you in the future, not more. Thanks.",2020-04-24 08:38:02,2
Mick criticised Virgins for looking for state bailouts asking “why does he not put his hand in his own pocket.” But is getting a bailout by putting its hand in its passengers pockets by not refunding hundreds of millions in paid fares /no flights. Theft!,2020-04-24 08:30:41,2
You're lucky! I have requested a reimbursement of governmental taxes for my flight tickets on March (before lockdown) due to the cancellation of my conference in Greece. Tried chat w/o any result. Still waiting ...,2020-04-24 08:26:02,2
: The Irish LCC Ryanair has stated that it will not fly under social distancing rules if these are…,2020-04-24 08:17:39,2
The Irish LCC Ryanair has stated that it will not fly under social distancing rules if these are enforced upon airlines. Read more here -,2020-04-24 08:16:54,2
your phone number better be free otherwise not only you will have to refund me for my cancelled flights but also for being on hold for HOURS since yesterday!!!,2020-04-24 08:16:23,0
Still heard nothing from . I have spent over hours on their love chat without any response. I just want the cash refund I am entitled too!,2020-04-24 08:06:11,1
More CEO's need to do this. I want to see Michael O' Leary take a flight next.,2020-04-24 08:00:44,0
is Looking for Global Innovators to Become the of Air Travel,2020-04-24 08:00:12,2
"Yet another asshole idea from - Businesses seem to think they have government by the balls, they most certainly do not and cannot dictate policy as is done in the . I will watch as O’slimy gets slapped down.",2020-04-24 07:57:10,1
"Struggling to get a ?!🤬 Don't just tweet - for them to ignore you - log your frustration on the free app. That way, there’ll be an independent record of your eerience and historical data that can’t be disputed!",2020-04-24 07:56:11,0
Sadly so very true. The only way we can fight companies like is through their pockets and its upto us to make this change.,2020-04-24 07:35:14,0
": I requested a refund. -03; ""Refunds will be processed within business days using the payment m…",2020-04-24 07:15:36,1
"email - check website for details on refund website - call this number for refund phone - all call staff are busy, refer to website ""Europe's favourite airline"" - what a load of complete and utter bollocks.",2020-04-24 07:13:23,2
"may cut -20% of jobs in winter season, tells German paper",2020-04-24 07:10:11,0
Day - tried ringing but of course wouldn’t be able to get through.,2020-04-24 07:04:37,2
"CEO of says his planes won't fly if middle seats must be kept empty for ""idiotic"" social-distancing rules - CBS News",2020-04-24 06:55:46,0
"Ryanair : may cut -20% of jobs in winter season, CEO tells German paper",2020-04-24 06:55:04,1
So I won’t be flying with this company after all this. needs to do better.,2020-04-24 06:33:51,0
"EU’s top court to Ryanair: show full ticket price. The European Court of Justice ruled that Ryanair needed to display its full fares on its website, saying unavoidable charges and fees needed to be shown in its initial price listings. Sources: Deutsche Welle.",2020-04-24 06:29:54,2
"the vouchers offered eire next April, what if flights aren't back to normal by then? Demand for flights could be massive leading to higher prices, so my voucher in theory is worth less? Will the voucher eiry be extended?",2020-04-24 06:28:22,2
I tried for a third time to apply for refund &amp; a box with a note saying they could not process my refund at this time!,2020-04-24 06:11:27,0
"are an absolute disgrace! Saying that we can’t get our flights refunded, and we can only get a voucher! Ridiculous",2020-04-24 06:10:01,0
": &amp; Michael O’Leary hit a new all-time low. O'Leary says their planes will not fly if ""idiotic"" social distancing i…",2020-04-24 06:06:07,0
will be the low cost each first 00 infected customer gets free luggage voucher! Cough cough,2020-04-24 06:04:30,1
"I never flew with, and never will fly with ! This airline is an absolutly no go to me! Its a pitty that Mil. don‘t share my point of view!",2020-04-24 05:56:39,2
: Consumers should be able to clearly see all of the information about extra charges and fees at the start of the booking pr…,2020-04-24 05:40:43,2
"boss says won’t fly with ‘idiotic’ rules. Meanwhile, take a different stance.",2020-04-24 04:37:08,0
And here for,2020-04-24 03:20:51,2
Can you call this practice a Ponzi scheme? Airlines need cash to refund customers &amp; they suddenly launch in advance a sale to get money from customers planning to fly next year ...,2020-04-24 03:19:27,2
": The leading low-cost budget airlines won’t fly, leaving the “middle seat” empty as it will not be profitable flying wit…",2020-04-24 02:55:05,2
Ppl putting profits before lives are as big covidiots as the common ppl disobeying the govt rules CEO is one of the many covidiots existing,2020-04-24 01:47:57,0
": Ahh, , we knew we could count on you to provide your traditional customer service at this difficult time: tel…",2020-04-24 01:04:17,0
Bristol Airport,2020-04-24 00:22:47,1
the airline for people who who usually take a bus.,2020-04-24 00:11:24,1
"This is absolute lies!We have e-mail confirmation from that they are fully reimbursing customers,which is commendable &amp; customers will return their loyalty in the future. are refusing to refund customers for flights. This is theft &amp; thus a criminal charge!",2020-04-23 23:57:17,1
"Ryan Air's Chief Executive, Michael O'Leary told Reuters his bullish outlook puts him at odds with peers such as Lufthansa and analysts who see a return to traffic only around -4.",2020-04-23 23:54:40,2
: Consumers should be able to clearly see all of the information about extra charges and fees at the start of the booking pr…,2020-04-23 23:43:04,2
"Ryanair, your staff has not been well aware of my orders. I don't want an infamous 🤮voucher🤮! I want my fucking money! , in the worst moments you are a shame for 🇮🇪, a shame for 🇪🇺!",2020-04-23 23:39:47,0
"O’Leary on removing the middle seats: “We can’t make money on per cent load factors. Even if you do that, the middle seat doesn’t deliver any social distancing, so it’s kind of an idiotic idea that doesn’t achieve anything anyway.”",2020-04-23 23:21:27,1
"Wonder how idiotic CEOs became CEOs? - CEO of says his planes won't fly if middle seats must be kept empty for ""idiotic"" rules",2020-04-23 23:16:07,0
: Love how these absolute frauds don't even use staff names now. Just generic crap. Where's my refund I was promised that…,2020-04-23 22:58:13,2
"ruling: warns airlines against VAT add-ons, taxes and fees Ryanair ruling: ECJ warns airlines against VAT add-ons, taxes and fees",2020-04-23 22:28:26,1
Will Ryanair give me my money back?,2020-04-23 22:15:01,1
"If there was ever an incentive for the Irish government to impose the rule that middle seats on planes must be empty, it is saying that, if they do, won't fly. Let's hope! Just a thought....",2020-04-23 22:14:30,0
: Message to regarding refunds.,2020-04-23 22:02:39,0
Good to know that your airline is so comfortable with not following rules. So makes us wonder which other safety rules does your airline skirt?,2020-04-23 22:01:33,0
"If and when will start again, there will be no special rules on board apparently",2020-04-23 21:52:41,1
"Flew them London to Dub, and they attacked my wife at Dub on return trip for having a very small extra bag with a jug that I brought back from my ancestral home and county Cavan that meant allot to me. They charged £65 for the jug(extra bag). Never see our faceagain",2020-04-23 21:42:09,0
"I have been trying to request a refund for weeks via the website, but I keep getting an error. Today I received an voucher, but I want to request a refund. Can't find this on the website, can someone help me with this? Thanks in advanced.",2020-04-23 21:24:45,1
"Second this - would be really great to know, does this refund application from March and confirmation still stand? Or do we need to decline the voucher sent on email this week? Any steer much appreciated!",2020-04-23 21:18:58,1
": I am an NHS nurse and have spent over hours trying to contact you via chat, phone and email. I insist on an…",2020-04-23 20:57:07,2
"I wouldn't mind taking vouchers if they had realistic eiry dates no one knows when things will be back to normal, I will have seven flights cancelled rebook by April ? Not a cat in hells chance, come on give us a glimmer of hope that we can use the vouchers.",2020-04-23 20:42:49,0
": Michael O’Leary criticises social distancing cabin arrangements as idiotic. ‘We are eerts in social distancing,’ he sai…",2020-04-23 20:34:34,2
MICHAEL O’LEARY - YOU’RE A DISGRACE!,2020-04-23 20:33:23,1
why did you even bother offering us refunds?? You were always going to give us vouchers weren’t you?,2020-04-23 20:27:54,0
Yes. Even after they confirmed in an email a week before that the refund would be processed. Shame on,2020-04-23 20:23:59,0
"Hi, I was trying to get through to Ryanair to change my flight to Italy. But Nobody is on the webchat and nobody is answering the phone.. also im unable to proceed with my flight change in ""my bookings"" through the website.",2020-04-23 20:14:50,2
RYANAIR - 'You can request a cash refund however bear in mind we will place your request in the cash refund queue until the COVID-19 emergency has passed' - incase they go bust I suppose so u lose whatever happens.,2020-04-23 20:10:06,0
: Michael O'Leary won't fly his planes with idiotic social distancing seating. …,2020-04-23 20:02:22,0
"Almost hours waiting for a customer advisor to advise me on the cash refund, it’s pm and you’re now closed. Unacceptable. Wasted the whole day! You’ve replied to other people but not me!",2020-04-23 20:01:37,0
: The 's top cop ruled that airlines like must show taxes and fees from the start of the booking process and not at…,2020-04-23 19:50:20,0
Is this evidence of breaking the law?,2020-04-23 19:44:46,2
"why would you make people jump hoops for a refund, email them to let them know you are processing the refund to then send them a voucher! That is not refund.",2020-04-23 19:42:30,1
"Disgusting behaviour! I know its a difficult time for travel business but its just as difficult or more so for many of the customers!! To try and make it impossible to claim cash needs to be seriously looked at, we know it is morally wrong but needs legal attention!",2020-04-23 19:41:23,2
"changed their tune after an ass kicking it seems ... Consumers who opt for refund of flights costs, and do not receive one within days can make a complaint to the airline if no satisfactory response is received within weeks,",2020-04-23 19:35:40,1
: if I dont accept the voucher and cannot for the life of me get through to customer services what are my option…,2020-04-23 19:27:06,1
Ryanair are only giving the cash when the virus situation is over. No one knows when that will be,2020-04-23 19:23:39,0
": Seems that if you book a flight with that you will not be able to get, you have to fix things by yourself with the…",2020-04-23 19:08:34,1
"just sent a newsletter saying ""Our most important task now is to work together, wherever we are in the world, to fight the pandemic. The best way according to the authorities is to stay at home"". Stark contrast to messaging by",2020-04-23 19:00:43,1
"Seems that if you book a flight with that you will not be able to get, you have to fix things by yourself with the flight company, in my case . Well, doesnt allow to claim a refund bc their website says flights to Spain for next month are not cancelled.",2020-04-23 19:00:30,0
IS THIS JUST ANOTHER FARCE OF A RESPONSE FROM YOU...AN UTTER FARCE THE WAY YOU HAVE TREATED YOUR CUSTOMERS AND HOW MICHAEL O'LEARY CAN SLEEP AT NIGHT IS BEYOND ME SHOULD BE ASHAMED OF HIMSELF,2020-04-23 18:56:26,1
What the actual F up happened ? Can somebody elain this ?,2020-04-23 18:56:16,2
"waiting for about hour on chat to talk with a real person with no luck, to say the same thing I said weeks ago, I DON'T want a voucher, just to refund my money back. Will someone help?",2020-04-23 18:55:25,2
": Leaving middle seat empty is idiotic, says",2020-04-23 18:55:07,0
: So it seems cannot refund my flight tickets Brussels-Barcelona for May because the flights are not delayed or cance…,2020-04-23 18:53:44,0
I did exactly the same and no answer .... are an utter disgrace of a business it does not look as though anyone has received a refund....I am furious like many others are,2020-04-23 18:53:14,2
So it seems cannot refund my flight tickets Brussels-Barcelona for May because the flights are not delayed or cancelled? Has heard of ?,2020-04-23 18:52:28,1
If you extend the booking window on the voucher from to months I would accept that in place of a refund,2020-04-23 18:49:55,1
"will not return to flying if middle seats must be empty, says chief [?? why dont they increase ticket prices ??] via",2020-04-23 18:44:57,2
